2018/1/12 13:52:56	正在初始化...已完成

2018/1/12 13:52:56	链接12306服务器速度:373毫秒[良]

2018/1/12 13:52:57	获取到:1690个CDN,开始智能测速中...

2018/1/12 13:53:16	查询完毕,本次查询共用时:353毫秒

2018/1/12 13:53:20	查询完毕,本次查询共用时:244毫秒

2018/1/12 13:53:22	查询完毕,本次查询共用时:97毫秒

2018/1/12 13:53:43	[查询失败]当前未查到列车，请稍后再试

2018/1/12 13:53:43	查询完毕,本次查询共用时:217毫秒

2018/1/12 13:53:46	查询完毕,本次查询共用时:211毫秒

2018/1/12 13:54:09	查询完毕,本次查询共用时:219毫秒

2018/1/12 13:54:19	查询完毕,本次查询共用时:448毫秒

2018/1/12 13:54:27	查询完毕,本次查询共用时:219毫秒

2018/1/12 13:54:29	查询完毕,本次查询共用时:202毫秒

2018/1/12 13:54:34	查询完毕,本次查询共用时:243毫秒

2018/1/12 13:54:40	查询完毕,本次查询共用时:364毫秒

2018/1/12 13:57:57	链接12306服务器速度:150毫秒[优]

2018/1/12 13:58:57	链接12306服务器速度:132毫秒[优]

2018/1/12 13:59:23	开始查询2018-02-10车次

2018/1/12 14:01:25	结束车票查询

2018/1/12 14:01:29	查询完毕,本次查询共用时:356毫秒

2018/1/12 14:01:49	开始查询2018-02-10车次

2018/1/12 14:09:57	链接12306服务器速度:179毫秒[优]

2018/1/12 14:17:57	链接12306服务器速度:138毫秒[优]

2018/1/12 14:18:57	链接12306服务器速度:135毫秒[优]

2018/1/12 14:20:42	结束车票查询

2018/1/12 14:20:57	查询完毕,本次查询共用时:277毫秒

2018/1/12 14:20:59	查询完毕,本次查询共用时:279毫秒

2018/1/12 14:21:02	查询完毕,本次查询共用时:284毫秒

2018/1/12 14:21:07	查询完毕,本次查询共用时:528毫秒

2018/1/12 14:21:10	查询完毕,本次查询共用时:198毫秒

2018/1/12 14:21:12	查询完毕,本次查询共用时:376毫秒

2018/1/12 14:21:13	查询完毕,本次查询共用时:203毫秒

2018/1/12 14:21:14	查询完毕,本次查询共用时:181毫秒

2018/1/12 14:21:15	查询完毕,本次查询共用时:261毫秒

2018/1/12 14:21:15	查询完毕,本次查询共用时:234毫秒

2018/1/12 14:21:16	查询完毕,本次查询共用时:131毫秒

2018/1/12 14:21:16	查询完毕,本次查询共用时:206毫秒

2018/1/12 14:22:03	[代理]已使用IE代理（系统）

2018/1/12 14:23:06	查询完毕,本次查询共用时:368毫秒

2018/1/12 14:23:08	查询完毕,本次查询共用时:265毫秒

2018/1/12 14:23:15	查询完毕,本次查询共用时:266毫秒

2018/1/12 14:31:05	正在初始化...已完成

2018/1/12 14:31:05	链接12306服务器速度:139毫秒[优]

2018/1/12 14:31:06	获取到:1690个CDN,开始智能测速中...

2018/1/12 14:31:09	查询完毕,本次查询共用时:352毫秒

2018/1/12 14:34:06	链接12306服务器速度:106毫秒[优]

2018/1/12 14:35:07	链接12306服务器速度:862毫秒[差]

2018/1/12 14:42:06	链接12306服务器速度:126毫秒[优]

2018/1/12 14:45:08	链接12306服务器速度:271毫秒[优]

2018/1/12 14:47:06	链接12306服务器速度:130毫秒[优]

2018/1/12 14:54:07	链接12306服务器速度:212毫秒[优]

2018/1/12 14:56:07	链接12306服务器速度:401毫秒[良]

2018/1/12 15:02:07	链接12306服务器速度:168毫秒[优]

2018/1/12 15:07:07	链接12306服务器速度:250毫秒[优]

2018/1/12 15:08:06	链接12306服务器速度:101毫秒[优]

2018/1/12 15:13:07	链接12306服务器速度:268毫秒[优]

2018/1/12 15:14:07	链接12306服务器速度:248毫秒[优]

2018/1/12 15:24:07	链接12306服务器速度:157毫秒[优]

2018/1/12 15:26:07	链接12306服务器速度:136毫秒[优]

2018/1/12 15:33:07	链接12306服务器速度:119毫秒[优]

2018/1/12 15:36:07	链接12306服务器速度:142毫秒[优]

2018/1/12 15:39:07	链接12306服务器速度:139毫秒[优]

2018/1/12 15:40:07	链接12306服务器速度:200毫秒[优]

2018/1/12 15:41:07	链接12306服务器速度:165毫秒[优]

2018/1/12 15:45:07	链接12306服务器速度:100毫秒[优]

2018/1/12 15:47:07	链接12306服务器速度:209毫秒[优]

2018/1/12 15:49:07	链接12306服务器速度:111毫秒[优]

2018/1/12 15:52:07	链接12306服务器速度:138毫秒[优]

2018/1/12 15:55:07	链接12306服务器速度:300毫秒[优]

2018/1/12 16:00:07	链接12306服务器速度:135毫秒[优]

2018/1/12 16:02:07	链接12306服务器速度:246毫秒[优]

2018/1/12 16:09:08	链接12306服务器速度:556毫秒[良]

2018/1/12 16:22:46	查询完毕,本次查询共用时:741毫秒

2018/1/12 16:24:08	链接12306服务器速度:179毫秒[优]

2018/1/12 16:27:08	链接12306服务器速度:146毫秒[优]

2018/1/12 17:00:17	正在初始化...已完成

2018/1/12 17:00:18	链接12306服务器速度:232毫秒[优]

2018/1/12 17:00:18	获取到:1692个CDN,开始智能测速中...

2018/1/12 17:00:33	查询完毕,本次查询共用时:403毫秒

2018/1/12 17:01:16	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:01:16	查询完毕,本次查询共用时:438毫秒

2018/1/12 17:01:20	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:01:20	查询完毕,本次查询共用时:120毫秒

2018/1/12 17:01:29	查询完毕,本次查询共用时:191毫秒

2018/1/12 17:01:51	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:01:51	查询完毕,本次查询共用时:249毫秒

2018/1/12 17:01:54	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:01:54	查询完毕,本次查询共用时:640毫秒

2018/1/12 17:01:55	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:01:55	查询完毕,本次查询共用时:152毫秒

2018/1/12 17:02:03	查询完毕,本次查询共用时:171毫秒

2018/1/12 17:02:09	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:02:09	查询完毕,本次查询共用时:326毫秒

2018/1/12 17:02:17	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:02:17	查询完毕,本次查询共用时:308毫秒

2018/1/12 17:02:24	查询完毕,本次查询共用时:152毫秒

2018/1/12 17:03:01	查询完毕,本次查询共用时:940毫秒

2018/1/12 17:04:03	查询完毕,本次查询共用时:2829毫秒

2018/1/12 17:04:06	查询完毕,本次查询共用时:1522毫秒

2018/1/12 17:04:11	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:04:11	查询完毕,本次查询共用时:2974毫秒

2018/1/12 17:04:16	查询完毕,本次查询共用时:346毫秒

2018/1/12 17:04:35	查询完毕,本次查询共用时:1143毫秒

2018/1/12 17:04:40	查询完毕,本次查询共用时:2075毫秒

2018/1/12 17:04:48	查询完毕,本次查询共用时:2595毫秒

2018/1/12 17:04:54	查询完毕,本次查询共用时:205毫秒

2018/1/12 17:04:56	查询完毕,本次查询共用时:291毫秒

2018/1/12 17:04:57	查询完毕,本次查询共用时:207毫秒

2018/1/12 17:09:38	正在初始化...已完成

2018/1/12 17:09:38	链接12306服务器速度:171毫秒[优]

2018/1/12 17:09:38	获取到:1692个CDN,开始智能测速中...

2018/1/12 17:09:51	查询完毕,本次查询共用时:438毫秒

2018/1/12 17:10:52	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:10:52	查询完毕,本次查询共用时:249毫秒

2018/1/12 17:10:56	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:10:56	查询完毕,本次查询共用时:277毫秒

2018/1/12 17:10:58	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:10:58	查询完毕,本次查询共用时:188毫秒

2018/1/12 17:11:02	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:11:02	查询完毕,本次查询共用时:230毫秒

2018/1/12 17:11:11	查询完毕,本次查询共用时:282毫秒

2018/1/12 17:11:39	查询完毕,本次查询共用时:191毫秒

2018/1/12 17:11:48	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:11:48	查询完毕,本次查询共用时:352毫秒

2018/1/12 17:11:50	查询完毕,本次查询共用时:251毫秒

2018/1/12 17:11:59	查询完毕,本次查询共用时:10250毫秒

2018/1/12 17:12:03	查询完毕,本次查询共用时:226毫秒

2018/1/12 17:12:05	查询完毕,本次查询共用时:206毫秒

2018/1/12 17:12:06	查询完毕,本次查询共用时:355毫秒

2018/1/12 17:12:07	查询完毕,本次查询共用时:171毫秒

2018/1/12 17:12:07	查询完毕,本次查询共用时:180毫秒

2018/1/12 17:12:08	查询完毕,本次查询共用时:214毫秒

2018/1/12 17:12:09	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:12:09	查询完毕,本次查询共用时:257毫秒

2018/1/12 17:12:09	查询完毕,本次查询共用时:216毫秒

2018/1/12 17:12:09	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:12:09	查询完毕,本次查询共用时:294毫秒

2018/1/12 17:12:09	[查询失败]当前未查到列车，请稍后再试

2018/1/12 17:12:09	查询完毕,本次查询共用时:484毫秒

2018/1/12 17:12:14	查询完毕,本次查询共用时:181毫秒

2018/1/12 17:13:39	链接12306服务器速度:123毫秒[优]

2018/1/12 17:14:39	链接12306服务器速度:189毫秒[优]

2018/1/12 17:17:55	查询完毕,本次查询共用时:119毫秒

2018/1/12 17:18:18	查询完毕,本次查询共用时:212毫秒

2018/1/12 17:18:27	查询完毕,本次查询共用时:291毫秒

2018/1/12 17:21:39	链接12306服务器速度:303毫秒[良]

2018/1/12 17:27:39	链接12306服务器速度:142毫秒[优]

2018/1/12 17:31:39	链接12306服务器速度:150毫秒[优]

2018/1/12 17:32:39	链接12306服务器速度:164毫秒[优]

2018/1/12 17:36:39	链接12306服务器速度:133毫秒[优]

2018/1/12 17:40:39	链接12306服务器速度:166毫秒[优]

